"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-03-12","Afghanistan","阿富汗",7,0
"2020-03-12","Albania","阿尔巴尼亚",23,0
"2020-03-12","Algeria","阿尔及利亚",25,1
"2020-03-12","Andorra","安道尔",1,0
"2020-03-12","Argentina","阿根廷 ",21,1
"2020-03-12","Armenia","亚美尼亚",1,0
"2020-03-12","Australia","澳大利亚",140,3
"2020-03-12","Austria","奥地利",361,1
"2020-03-12","Azerbaijan","阿塞拜疆",11,0
"2020-03-12","Bahrain","巴林",195,0
"2020-03-12","Bangladesh","孟加拉国",3,0
"2020-03-12","Belarus","白俄罗斯",12,0
"2020-03-12","Belgium","比利时",314,0
"2020-03-12","Bhutan","不丹",1,0
"2020-03-12","Bolivia (Plurinational State of)","玻利维亚（多民族国）",3,0
"2020-03-12","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那",4,0
"2020-03-12","Brazil","巴西",77,0
"2020-03-12","Brunei Darussalam","文莱达鲁萨兰国",12,0
"2020-03-12","Bulgaria","保加利亚",7,1
"2020-03-12","Burkina Faso","布基纳法索",2,0
"2020-03-12","Cambodia","柬埔寨",5,0
"2020-03-12","Cameroon","喀麦隆",2,0
"2020-03-12","Canada","加拿大",138,1
"2020-03-12","Chile","智利",33,0
"2020-03-12","China","中国",80981,3173
"2020-03-12","Colombia","哥伦比亚",9,0
"2020-03-12","Costa Rica","哥斯达黎加",22,0
"2020-03-12","Cote d Ivoire","科特迪瓦",1,0
"2020-03-12","Croatia","克罗地亚",16,0
"2020-03-12","Cuba","古巴",3,0
"2020-03-12","Cyprus","塞浦路斯",6,0
"2020-03-12","Czech Republic","捷克",116,0
"2020-03-12","Democratic Republic of the Congo","刚果民主共和国",1,0
"2020-03-12","Denmark","丹麦",674,0
"2020-03-12","Dominican Republic","多米尼加 ",5,0
"2020-03-12","Ecuador","厄瓜多尔",17,0
"2020-03-12","Egypt","埃及",67,1
"2020-03-12","Estonia","爱沙尼亚",13,0
"2020-03-12","Faroe Islands","Faroe Islands",2,0
"2020-03-12","Finland","芬兰",155,0
"2020-03-12","France","法国",2860,61
"2020-03-12","French Guiana","French Guiana",6,0
"2020-03-12","French Polynesia","French Polynesia",1,0
"2020-03-12","Georgia","格鲁吉亚",25,0
"2020-03-12","Germany","德国",2369,6
"2020-03-12","Gibraltar","Gibraltar",1,0
"2020-03-12","Greece","希腊",98,1
"2020-03-12","Guernsey","Guernsey",1,0
"2020-03-12","Guyana","圭亚那",1,1
"2020-03-12","Holy See","Holy See",1,0
"2020-03-12","Honduras","洪都拉斯",2,0
"2020-03-12","Hungary","匈牙利",16,0
"2020-03-12","Iceland","冰岛",61,0
"2020-03-12","India","印度",74,0
"2020-03-12","Indonesia","印度尼西亚",34,1
"2020-03-12","International conveyance (Diamond Princess)","International conveyance (Diamond Princess)",696,7
"2020-03-12","Iran (Islamic Republic of)","伊朗（伊斯兰共和国）",10075,429
"2020-03-12","Iraq","伊拉克",70,7
"2020-03-12","Ireland","爱尔兰",70,1
"2020-03-12","Israel","以色列",75,0
"2020-03-12","Italy","意大利",15113,1016
"2020-03-12","Jamaica","牙买加",1,0
"2020-03-12","Japan","日本",675,19
"2020-03-12","Jersey","Jersey",2,0
"2020-03-12","Jordan","约旦",1,0
"2020-03-12","Kuwait","科威特",80,0
"2020-03-12","Latvia","拉脱维亚",16,0
