"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-03-14","Afghanistan","阿富汗",10,0
"2020-03-14","Albania","阿尔巴尼亚",38,1
"2020-03-14","Algeria","阿尔及利亚",37,3
"2020-03-14","Andorra","安道尔",2,0
"2020-03-14","Antigua and Barbuda","安提瓜和巴布达",1,0
"2020-03-14","Argentina","阿根廷 ",45,2
"2020-03-14","Armenia","亚美尼亚",8,0
"2020-03-14","Australia","澳大利亚",249,3
"2020-03-14","Austria","奥地利",800,1
"2020-03-14","Azerbaijan","阿塞拜疆",19,0
"2020-03-14","Bahrain","巴林",211,0
"2020-03-14","Bangladesh","孟加拉国",3,0
"2020-03-14","Belarus","白俄罗斯",21,0
"2020-03-14","Belgium","比利时",689,0
"2020-03-14","Bhutan","不丹",1,0
"2020-03-14","Bolivia (Plurinational State of)","玻利维亚（多民族国）",3,0
"2020-03-14","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那",18,0
"2020-03-14","Brazil","巴西",121,0
"2020-03-14","Brunei Darussalam","文莱达鲁萨兰国",40,0
"2020-03-14","Bulgaria","保加利亚",51,2
"2020-03-14","Burkina Faso","布基纳法索",3,0
"2020-03-14","Cambodia","柬埔寨",7,0
"2020-03-14","Cameroon","喀麦隆",3,0
"2020-03-14","Canada","加拿大",244,1
"2020-03-14","Cayman Islands","Cayman Islands",1,0
"2020-03-14","Chile","智利",61,0
"2020-03-14","China","中国",81048,3204
"2020-03-14","Colombia","哥伦比亚",24,0
"2020-03-14","Costa Rica","哥斯达黎加",23,0
"2020-03-14","Cote d Ivoire","科特迪瓦",3,0
"2020-03-14","Croatia","克罗地亚",37,0
"2020-03-14","Cuba","古巴",4,0
"2020-03-14","Cyprus","塞浦路斯",21,0
"2020-03-14","Czech Republic","捷克",214,0
"2020-03-14","Democratic Republic of the Congo","刚果民主共和国",2,0
"2020-03-14","Denmark","丹麦",827,0
"2020-03-14","Dominican Republic","多米尼加 ",5,0
"2020-03-14","Ecuador","厄瓜多尔",23,0
"2020-03-14","Egypt","埃及",110,2
"2020-03-14","Estonia","爱沙尼亚",79,0
"2020-03-14","Ethiopia","埃塞俄比亚",1,0
"2020-03-14","Faroe Islands","Faroe Islands",9,0
"2020-03-14","Finland","芬兰",210,0
"2020-03-14","France","法国",4469,91
"2020-03-14","French Guiana","French Guiana",6,0
"2020-03-14","French Polynesia","French Polynesia",3,0
"2020-03-14","Gabon","加蓬",1,0
"2020-03-14","Georgia","格鲁吉亚",30,0
"2020-03-14","Germany","德国",3795,8
"2020-03-14","Ghana","加纳",2,0
"2020-03-14","Gibraltar","Gibraltar",1,0
"2020-03-14","Greece","希腊",228,2
"2020-03-14","Guadeloupe","Guadeloupe",3,0
"2020-03-14","Guernsey","Guernsey",1,0
"2020-03-14","Guinea","几内亚",1,0
"2020-03-14","Guyana","圭亚那",7,1
"2020-03-14","Holy See","Holy See",1,0
"2020-03-14","Honduras","洪都拉斯",2,0
"2020-03-14","Hungary","匈牙利",32,1
"2020-03-14","Iceland","冰岛",138,0
"2020-03-14","India","印度",107,2
"2020-03-14","Indonesia","印度尼西亚",117,4
"2020-03-14","International conveyance (Diamond Princess)","International conveyance (Diamond Princess)",712,7
"2020-03-14","Iran (Islamic Republic of)","伊朗（伊斯兰共和国）",12729,608
"2020-03-14","Iraq","伊拉克",93,9
"2020-03-14","Ireland","爱尔兰",129,2
"2020-03-14","Israel","以色列",200,0
"2020-03-14","Italy","意大利",21157,1441
"2020-03-14","Jamaica","牙买加",8,0
"2020-03-14","Japan","日本",780,22
"2020-03-14","Jersey","Jersey",2,0
"2020-03-14","Jordan","约旦",1,0
"2020-03-14","Kenya","肯尼亚",1,0
"2020-03-14","Kuwait","科威特",112,0
"2020-03-14","Latvia","拉脱维亚",30,0
"2020-03-14","Lebanon","黎巴嫩",93,4
"2020-03-14","Liechtenstein","Liechtenstein",4,0
"2020-03-14","Lithuania","立陶宛",9,0
"2020-03-14","Luxembourg","卢森堡",38,1
"2020-03-14","Malaysia","马来西亚",238,0
"2020-03-14","Maldives","马尔代夫",13,0
"2020-03-14","Malta","马耳他",21,0
"2020-03-14","Martinique","Martinique",10,0
"2020-03-14","Mexico","墨西哥",41,0
"2020-03-14","Monaco","摩纳哥",2,0
"2020-03-14","Mongolia","蒙古",1,0
"2020-03-14","Morocco","摩洛哥",18,1
"2020-03-14","Nepal","尼泊尔",1,0
"2020-03-14","Netherlands","荷兰",959,12
"2020-03-14","New Zealand","新西兰",6,0
"2020-03-14","Nigeria","尼日利亚",2,0
"2020-03-14","North Macedonia","北马其顿",13,0
"2020-03-14","Norway","挪威",907,1
"2020-03-14","occupied Palestinian territory","occupied Palestinian territory",38,0
"2020-03-14","Oman","阿曼",20,0
"2020-03-14","Pakistan","巴基斯坦",28,0
"2020-03-14","Panama","巴拿马",27,1
"2020-03-14","Paraguay","巴拉圭",6,0
"2020-03-14","Peru","秘鲁",43,0
"2020-03-14","Philippines","菲律宾",111,6
"2020-03-14","Poland","波兰",111,3
"2020-03-14","Portugal","葡萄牙",112,0
"2020-03-14","Puerto Rico","Puerto Rico",3,0
"2020-03-14","Qatar","卡塔尔",337,0
"2020-03-14","Republic of Korea","大韩民国",8162,75
"2020-03-14","Republic of Moldova","摩尔多瓦共和国",12,0
"2020-03-14","Réunion","Réunion",6,0
"2020-03-14","Romania","罗马尼亚",123,0
"2020-03-14","Russian Federation","俄罗斯联邦",34,0
"2020-03-14","Saint Barthelemy","Saint Barthélemy",1,0
"2020-03-14","Saint Martin","Saint Martin",2,0
"2020-03-14","Saint Vincent and the Grenadines","圣文森特和格林纳丁斯",1,0
"2020-03-14","San Marino","圣马力诺",92,5
"2020-03-14","Saudi Arabia","沙特阿拉伯",103,0
"2020-03-14","Senegal","塞内加尔",24,0
"2020-03-14","Serbia","塞尔维亚",46,0
"2020-03-14","Singapore","新加坡",212,0
"2020-03-14","Slovakia","斯洛伐克",44,0
"2020-03-14","Slovenia","斯洛文尼亚",141,0
"2020-03-14","South Africa","南非",38,0
"2020-03-14","Spain","西班牙",5753,136
"2020-03-14","Sri Lanka","斯里兰卡",11,0
"2020-03-14","Sudan","Sudan",1,0
"2020-03-14","Sweden","瑞典",924,0
"2020-03-14","Switzerland","瑞士",1359,11
"2020-03-14","Thailand","泰国",114,10
"2020-03-14","Togo","多哥",1,0
"2020-03-14","Trinidad and Tobago","特立尼达和多巴哥",1,0
"2020-03-14","Tunisia","突尼斯",18,0
"2020-03-14","Turkey","土耳其",5,0
"2020-03-14","Ukraine","乌克兰",3,1
"2020-03-14","United Arab Emirates","阿拉伯联合酋长国",85,0
"2020-03-14","United Kingdom","大不列颠及北爱尔兰联合王国",1144,21
"2020-03-14","United States of America","美利坚合众国",1678,41
"2020-03-14","Venezuela (Bolivarian Republic of)","委内瑞拉(玻利瓦尔共和国)",2,0
"2020-03-14","Viet Nam","越南",53,0
"2020-03-14","Equatorial Guinea","赤道几内亚",1,0
"2020-03-14","Eswatini","斯威士兰",1,0
"2020-03-14","Kazakhstan","哈萨克斯坦",6,0
"2020-03-14","Mauritania","毛里塔尼亚",1,0
"2020-03-14","Mayotte","Mayotte",1,0
"2020-03-14","Namibia","纳米比亚",2,0
"2020-03-14","Central African Republic","中非共和国",1,0
"2020-03-14","Congo","刚果",1,0
"2020-03-14","Curacao","Curacao",2,0
"2020-03-14","Rwanda","卢旺达",1,0
"2020-03-14","Seychelles","塞舌尔",2,0
