"DateOfReport","ADM0_VIZ_NAME","Short_Name_ZH","cum_conf","cum_death"
"2020-04-09","China","中国",83305,3345
"2020-04-09","Republic of Korea","大韩民国",10450,208
"2020-04-09","Australia","澳大利亚",6152,52
"2020-04-09","Japan","日本",5347,88
"2020-04-09","Malaysia","马来西亚",4228,67
"2020-04-09","Philippines","菲律宾",4076,203
"2020-04-09","Singapore","新加坡",1910,7
"2020-04-09","New Zealand","新西兰",1015,1
"2020-04-09","Viet Nam","越南",255,0
"2020-04-09","Brunei Darussalam","文莱达鲁萨兰国",135,1
"2020-04-09","Cambodia","柬埔寨",118,0
"2020-04-09","Lao People's Democratic Republic","老挝人民民主共和国",16,0
"2020-04-09","Mongolia","蒙古",16,0
"2020-04-09","Fiji","斐济",15,0
"2020-04-09","Papua New Guinea","巴布亚新几内亚",2,0
"2020-04-09","Guam","关岛
",128,4
"2020-04-09","French Polynesia","法属波利尼西亚
",51,0
"2020-04-09","New Caledonia","新喀里多尼亚
",18,0
"2020-04-09","Northern Mariana Islands (Commonwealth of the)","北马里亚纳群岛自由邦
",11,2
"2020-04-09","Spain","西班牙",152446,15238
"2020-04-09","Italy","意大利",143626,18281
"2020-04-09","Germany","德国",113525,2373
"2020-04-09","France","法国",85351,12192
"2020-04-09","The United Kingdom","大不列颠及北爱尔兰联合王国",65081,7978
"2020-04-09","Turkey","土耳其",42282,908
"2020-04-09","Belgium","比利时",24983,2523
"2020-04-09","Switzerland","瑞士",23495,756
"2020-04-09","Netherlands","荷兰",21762,2396
"2020-04-09","Portugal","葡萄牙",13956,409
"2020-04-09","Austria","奥地利",13248,295
"2020-04-09","Russian Federation","俄罗斯联邦",11917,94
"2020-04-09","Israel","以色列",9755,79
"2020-04-09","Sweden","瑞典",9141,793
"2020-04-09","Ireland","爱尔兰",7393,263
"2020-04-09","Norway","挪威",6160,88
"2020-04-09","Denmark","丹麦",5635,237
"2020-04-09","Poland","波兰",5575,174
"2020-04-09","Czechia","捷克",5569,112
"2020-04-09","Romania","罗马尼亚",5202,229
"2020-04-09","Luxembourg","卢森堡",3115,52
"2020-04-09","Serbia","塞尔维亚",2867,65
"2020-04-09","Finland","芬兰",2605,42
"2020-04-09","Ukraine","乌克兰",2203,69
"2020-04-09","Greece","希腊",1955,86
"2020-04-09","Iceland","冰岛",1648,6
"2020-04-09","Croatia","克罗地亚",1407,20
"2020-04-09","Republic of Moldova","摩尔多瓦共和国",1289,29
"2020-04-09","Estonia","爱沙尼亚",1207,24
"2020-04-09","Hungary","匈牙利",1190,77
"2020-04-09","Slovenia","斯洛文尼亚",1124,43
"2020-04-09","Belarus","白俄罗斯",1066,13
"2020-04-09","Lithuania","立陶宛",955,15
"2020-04-09","Armenia","亚美尼亚",937,11
"2020-04-09","Azerbaijan","阿塞拜疆",926,9
"2020-04-09","Bosnia and Herzegovina","波斯尼亚和黑塞哥维那",875,36
"2020-04-09","Kazakhstan","哈萨克斯坦",802,9
"2020-04-09","Slovakia","斯洛伐克",701,2
"2020-04-09","North Macedonia","北马其顿",663,30
"2020-04-09","Bulgaria","保加利亚",624,24
"2020-04-09","Uzbekistan","乌兹别克斯坦",624,3
"2020-04-09","Andorra","安道尔",589,26
"2020-04-09","Latvia","拉脱维亚",589,2
"2020-04-09","Cyprus","塞浦路斯",564,15
"2020-04-09","Albania","阿尔巴尼亚",416,23
"2020-04-09","San Marino","圣马力诺",344,34
"2020-04-09","Malta","马耳他",337,2
"2020-04-09","Kyrgyzstan","吉尔吉斯斯坦",298,5
"2020-04-09","Montenegro","黑山",252,2
"2020-04-09","Georgia","格鲁吉亚",230,3
"2020-04-09","Liechtenstein","列支敦士登
",79,1
"2020-04-09","Monaco","摩纳哥",54,0
"2020-04-09","Holy See","梵蒂冈
",8,0
"2020-04-09","Kosovo[1]","科索沃[1]",227,7
"2020-04-09","Faroe Islands","法罗群岛
",184,0
"2020-04-09","Guernsey","根西岛
",181,5
"2020-04-09","Jersey","泽西岛
",170,3
"2020-04-09","Isle of Man","马恩岛
",165,1
"2020-04-09","Gibraltar","直布罗陀
",113,1
"2020-04-09","Greenland","格陵兰岛
",11,0
"2020-04-09","India","印度",6412,199
"2020-04-09","Indonesia","印度尼西亚",3512,306
"2020-04-09","Thailand","泰国",2473,33
"2020-04-09","Bangladesh","孟加拉国",424,27
"2020-04-09","Sri Lanka","斯里兰卡",190,7
"2020-04-09","Myanmar","缅甸",27,3
"2020-04-09","Maldives","马尔代夫",19,0
"2020-04-09","Nepal","尼泊尔",9,0
"2020-04-09","Bhutan","不丹",5,0
"2020-04-09","Timor-Leste","东帝汶",1,0
"2020-04-09","Iran (Islamic Republic of)","伊朗（伊斯兰共和国）",68192,4232
"2020-04-09","Pakistan","巴基斯坦",4695,66
"2020-04-09","Saudi Arabia","沙特阿拉伯",3651,47
"2020-04-09","United Arab Emirates","阿拉伯联合酋长国",2990,14
"2020-04-09","Qatar","卡塔尔",2512,6
"2020-04-09","Egypt","埃及",1699,118
"2020-04-09","Morocco","摩洛哥",1431,105
"2020-04-09","Iraq","伊拉克",1279,70
"2020-04-09","Kuwait","科威特",993,1
"2020-04-09","Bahrain","巴林",913,6
"2020-04-09","Tunisia","突尼斯",643,25
"2020-04-09","Lebanon","黎巴嫩",609,20
"2020-04-09","Afghanistan","阿富汗",521,15
"2020-04-09","Oman","阿曼",484,3
"2020-04-09","Jordan","约旦",372,7
"2020-04-09","Djibouti","吉布提",150,1
"2020-04-09","Libya","利比亚",24,1
"2020-04-09","Syrian Arab Republic","阿拉伯叙利亚共和国",19,2
"2020-04-09","Sudan","苏丹",15,2
"2020-04-09","Somalia","索马里",12,1
"2020-04-09","Yemen","也门",1,0
"2020-04-09","occupied Palestinian territory","巴勒斯坦被占领土
",266,2
"2020-04-09","United States of America","美利坚合众国",425889,14665
"2020-04-09","Canada","加拿大",19759,461
"2020-04-09","Brazil","巴西",15927,800
"2020-04-09","Chile","智利",5972,57
"2020-04-09","Ecuador","厄瓜多尔",4965,272
"2020-04-09","Peru","秘鲁",4342,121
"2020-04-09","Mexico","墨西哥",3181,174
"2020-04-09","Panama","巴拿马",2528,63
"2020-04-09","Dominican Republic","多米尼加 ",2349,118
"2020-04-09","Colombia","哥伦比亚",2054,55
"2020-04-09","Argentina","阿根廷 ",1795,67
"2020-04-09","Cuba","古巴",515,15
"2020-04-09","Costa Rica","哥斯达黎加",502,3
"2020-04-09","Uruguay","乌拉圭",456,7
"2020-04-09","Honduras","洪都拉斯",343,23
"2020-04-09","Bolivia (Plurinational State of)","玻利维亚（多民族国）",264,18
"2020-04-09","Venezuela (Bolivarian Republic of)","委内瑞拉(玻利瓦尔共和国)",166,7
"2020-04-09","Paraguay","巴拉圭",124,5
"2020-04-09","Trinidad and Tobago","特立尼达和多巴哥",109,8
"2020-04-09","El Salvador","萨尔瓦多",103,5
"2020-04-09","Guatemala","危地马拉",95,3
"2020-04-09","Barbados","巴巴多斯",63,3
"2020-04-09","Jamaica","牙买加",63,4
"2020-04-09","Bahamas","巴哈马",40,7
"2020-04-09","Guyana","圭亚那",37,6
"2020-04-09","Haiti","海地",30,2
"2020-04-09","Antigua and Barbuda","安提瓜和巴布达",19,2
"2020-04-09","Dominica","多米尼克",15,0
"2020-04-09","Saint Lucia","圣卢西亚",14,0
"2020-04-09","Grenada","格林纳达",12,0
"2020-04-09","Saint Kitts and Nevis","圣基茨和尼维斯",11,0
"2020-04-09","Suriname","苏里南",10,1
"2020-04-09","Belize","伯利兹",9,1
"2020-04-09","Saint Vincent and the Grenadines","圣文森特和格林纳丁斯",8,0
"2020-04-09","Nicaragua","尼加拉瓜",6,1
"2020-04-09","Puerto Rico","波多黎各
",683,33
"2020-04-09","Martinique","马提尼克岛
",154,6
"2020-04-09","Guadeloupe","瓜德罗普岛
",141,8
"2020-04-09","French Guiana","法属圭亚那
",83,0
"2020-04-09","Aruba","阿鲁巴
",82,0
"2020-04-09","United States Virgin Islands","美属维尔京群岛
",46,1
"2020-04-09","Cayman Islands","开曼群岛
",45,1
"2020-04-09","Sint Maarten","圣马丁
",43,8
"2020-04-09","Bermuda","百慕大
",39,3
"2020-04-09","Saint Martin","圣马丁岛
",32,2
"2020-04-09","Curaçao","库拉索岛
",14,1
"2020-04-09","Montserrat","蒙特塞拉特岛
",8,0
"2020-04-09","Turks and Caicos Islands","特克斯和凯科斯群岛
",8,1
"2020-04-09","Saint Barthélemy","圣巴泰勒米
",6,0
"2020-04-09","Falkland Islands (Malvinas)","福克兰群岛（马尔维纳斯群岛）
",5,0
"2020-04-09","Anguilla","安圭拉
",3,0
"2020-04-09","British Virgin Islands","英属维尔京群岛
",3,0
"2020-04-09","Bonaire, Sint Eustatius and Saba","博内尔、圣尤斯特歇斯和萨巴
",2,0
"2020-04-09","Saint Pierre and Miquelon","圣皮埃尔和密克隆岛
",1,0
"2020-04-09","South Africa","南非",1934,18
"2020-04-09","Algeria","阿尔及利亚",1666,235
"2020-04-09","Cameroon","喀麦隆",730,10
"2020-04-09","Burkina Faso","布基纳法索",414,19
"2020-04-09","Niger","尼日尔",410,11
"2020-04-09","Côte d’Ivoire","科特迪瓦",384,3
"2020-04-09","Mauritius","毛里求斯",314,7
"2020-04-09","Ghana","加纳",313,6
"2020-04-09","Nigeria","尼日利亚",288,7
"2020-04-09","Senegal","塞内加尔",250,2
"2020-04-09","Democratic Republic of the Congo","刚果民主共和国",215,20
"2020-04-09","Guinea","几内亚",194,0
"2020-04-09","Kenya","肯尼亚",184,7
"2020-04-09","Rwanda","卢旺达",113,0
"2020-04-09","Madagascar","马达加斯加",95,0
"2020-04-09","Togo","多哥",73,3
"2020-04-09","Congo","刚果",60,5
"2020-04-09","Mali","马里",59,7
"2020-04-09","Ethiopia","埃塞俄比亚",56,2
"2020-04-09","Uganda","乌干达",53,0
"2020-04-09","Gabon","加蓬",44,1
"2020-04-09","Zambia","赞比亚",39,1
"2020-04-09","Guinea-Bissau","几内亚比绍",35,0
"2020-04-09","Eritrea","厄立特里亚",33,0
"2020-04-09","Liberia","利比里亚",31,4
"2020-04-09","Benin","贝宁",30,1
"2020-04-09","United Republic of Tanzania","坦桑尼亚联合共和国",25,1
"2020-04-09","Angola","安哥拉",19,2
"2020-04-09","Equatorial Guinea","赤道几内亚",18,0
"2020-04-09","Mozambique","莫桑比克",17,0
"2020-04-09","Namibia","纳米比亚",16,0
"2020-04-09","Botswana","博茨瓦纳",13,1
"2020-04-09","Eswatini","斯威士兰",12,0
"2020-04-09","Chad","乍得",11,0
"2020-04-09","Seychelles","塞舌尔",11,0
"2020-04-09","Zimbabwe","津巴布韦",11,3
"2020-04-09","Central African Republic","中非共和国",10,0
"2020-04-09","Malawi","马拉维",8,1
"2020-04-09","Cabo Verde","佛得角",7,1
"2020-04-09","Sierra Leone","塞拉利昂",7,0
"2020-04-09","Mauritania","毛里塔尼亚",6,1
"2020-04-09","Gambia","冈比亚",4,1
"2020-04-09","Sao Tome and Principe","圣多美和普林西比",4,0
"2020-04-09","Burundi","布隆迪",3,0
"2020-04-09","South Sudan","南苏丹",3,0
"2020-04-09","Réunion","留尼汪岛
",376,0
"2020-04-09","Mayotte","马约特岛
",191,2
"2020-04-09","International conveyance (Diamond Princess)","国际交通工具（“钻石公主号”邮轮）)",712,11
